S/N,Name,Category,Outsourced (B),Walk in Patient (C),Hospital Patient (D)
39,PROGUANIL 100MG (PALUDRINE) TAB,Anti-Malaria,N/A,N/A,N/A
40,PYRIMETHAMINE TABS 25MG,Anti-Malaria,N/A,N/A,N/A
41,PYRIMETHAMINE/SULPHADOXINE TABS (FANSIDER),Anti-Malaria,N/A,N/A,N/A
42,PYRIMETHAMINE/SULPHDOXINE INJECTION,Anti-Malaria,N/A,N/A,N/A
43,PYRIMETHAMINE+SULPHDOXINE(FANSIDER)SUSP,Anti-Malaria,N/A,N/A,N/A
44,QUININE /QUININDE (QUINIMAX) TABS 500MG,Anti-Malaria,N/A,N/A,N/A
45,QUININE DIHYDROCHLORIDE 600MG/2ML INJ,Anti-Malaria,N/A,N/A,N/A
46,QUININE SULFATE 150MG/5ML SYRUP,Anti-Malaria,N/A,N/A,N/A
47,QUININE SULFATE 300MG TAB,Anti-Malaria,N/A,N/A,N/A
48,SULPHAMETHOPYRAZINE/PYRIMETHAMINE 500/25MG(METAKELFIN)TAB,Anti-Malaria,N/A,N/A,N/A
49,SULFADOXINE/PYRIMETHAMINE 500/25MG (SWIDAR) TAB,Anti-Malaria,N/A,N/A,N/A
50,SULFADOXINE/PYRIMETHAMINE 500/25MG/5ML (MALDOX) SUSP,Anti-Malaria,N/A,N/A,N/A
51,AMATEM FORTE SOFT GEL 80/480MG,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
52,ARTESUNATE 30MG INJ,Anti-Malaria,"₦1,100.00","₦1,100.00","₦1,100.00"
53,COARTEM 80/480 MG TAB,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,350.00"
54,COARTEM DIPERSIBLE 5-15KG TAB X6,Anti-Malaria,₦880.00,₦880.00,₦880.00
55,COARTEM DISPERSIBLE 15-25KG X12,Anti-Malaria,"₦1,050.00","₦1,050.00","₦1,050.00"
56,COARTEM 25-35KG TAB X18,Anti-Malaria,"₦1,300.00","₦1,300.00","₦1,300.00"
57,EMAL INJ 150MG/2ML,Anti-Malaria,"₦3,000.00","₦3,000.00","₦1,250.00"
58,EMAL INJ 75MG/2ML,Anti-Malaria,"₦3,000.00","₦3,000.00",₦750.00
59,LONART DS TABLET,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,750.00"
60,LONART SUSPENSION 24g/60ml  20/120,Anti-Malaria,"₦1,000.00","₦1,000.00","₦1,350.00"
61,MALDOX SUSPENSION,Anti-Malaria,₦350.00,₦350.00,₦350.00
62,P-ALAXIN TAB,Anti-Malaria,"₦1,200.00","₦1,200.00","₦1,200.00"
63,AMATEM FORTE SOFT GEL,Anti-Malaria,N/A,N/A,N/A
64,GLOMETHER ARTEETHER INJ 150MG 2mL,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
65,LONARTS 20MG/120MG X12TABS,Anti-Malaria,₦700.00,₦700.00,₦700.00
66,EMAL INJ 150MG 3X2ML (FIDSON),Anti-Malaria,"₦4,000.00","₦4,000.00","₦3,500.00"
67,ARTESUNATE PLUS,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
68,SUSPENSION LONART(20/120MG),Anti-Malaria,"₦1,300.00","₦1,300.00","₦1,300.00"
69,TAB PROGUANIL,Anti-Malaria,"₦1,000.00","₦1,000.00","₦1,000.00"
70,ARTESUNATE INJ (30MG),Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
71,NIMARTEM QS(80/480),Anti-Malaria,₦700.00,₦700.00,₦700.00
72,INJ EMAL(75MG),Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
73,INJ EMAL(150MG),Anti-Malaria,"₦3,500.00","₦3,500.00","₦3,500.00"
74,TAB P-ALAXIN,Anti-Malaria,"₦1,000.00","₦1,000.00","₦1,000.00"
75,ARTHEETER INJ (75MG) AZETHER,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
76,COARTEM DISPERSIBLE(20/120),Anti-Malaria,"₦1,200.00","₦1,200.00","₦1,200.00"
77,"ARTEQUIN(300/375),CHILD",Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
78,ARTESUNATE,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
79,SYRIAM,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
80,TAB LONART,Anti-Malaria,"₦1,000.00","₦1,000.00","₦1,000.00"
81,TAB LONART DS,Anti-Malaria,"₦1,800.00","₦1,800.00","₦1,800.00"
82,SYNRIAM,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
83,AMATEM SOFT GEL 20/120,Anti-Malaria,"₦1,800.00","₦1,800.00","₦1,800.00"
84,INJ CHLOROQUINE PHOSPHATE(322.5MG),Anti-Malaria,"₦1,000.00","₦1,000.00","₦1,000.00"
85,TAB HYDROXYCHLOROQUINE(200MG),Anti-Malaria,"₦4,000.00","₦4,000.00","₦4,000.00"
86,HCQS TAB (200MG),Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
87,TAB ACT,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
88,INJ EMAL (150MG),Anti-Malaria,"₦3,500.00","₦3,500.00","₦3,500.00"
89,TABS ARTEQUIN(300/375);CHILD,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
90,TABS LONART DS,Anti-Malaria,"₦1,800.00","₦1,800.00","₦1,800.00"
91,LONART DS,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
92,EMAL INJ (150MG),Anti-Malaria,"₦4,000.00","₦4,000.00","₦3,500.00"
93,CLARTEM DS,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
94,ARTHEMETER INJ,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
95,AMATEM SOFT GEL,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
96,AZMAL INJ(150MG),Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
97,LONART 20/120 TAB,Anti-Malaria,₦800.00,₦800.00,₦800.00
98,DICONART,Anti-Malaria,"₦1,000.00","₦1,000.00","₦1,000.00"
99,IV ARTESUNATE(6OMG),Anti-Malaria,"₦1,800.00","₦1,800.00","₦1,800.00"
100,IV ARTESUNATE(120MG),Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
101,TAB DICONART,Anti-Malaria,"₦1,000.00","₦1,000.00","₦1,000.00"
102,ACT DICONART,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
103,AMATEM FORTE,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
104,ARTHEETER INJ (75MG),Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
105,COARTEM(80/480),Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
106,COARTEM(CHILD),Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
107,ARTESUNATE INJ (120MG),Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
108,INJ VOARTEM,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
109,LONART DS DS,Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
110,SUSPENSION LOKMAL,Anti-Malaria,"₦1,200.00","₦1,200.00","₦1,200.00"
111,B-ARTHEETER,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
112,LONART DS TAB,Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
113,LONART D S,Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
114,INJ AZMAL,Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
115,LONART SYRUP,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
116,LONART 20/120 SUSP,Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
117,EMAL INJECTION(150MG),Anti-Malaria,"₦3,500.00","₦3,500.00","₦3,500.00"
118,EMAL INJ (75MG),Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
119,ARTESUNATE INJ(120MG),Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
120,AMATEM SOFT GEL 80/480,Anti-Malaria,"₦5,000.00","₦5,000.00","₦2,500.00"
121,TAB ARTESUNATE,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
122,IV.ARTESUNATE(120MG).,Anti-Malaria,"₦2,500.00","₦2,500.00","₦2,500.00"
123,ARTESUNATE TAB (CUSNAT),Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
124,LONART-DS 80MG/480MG,Anti-Malaria,"₦3,000.00","₦3,000.00","₦3,000.00"
125,EMAL INJ. 150MG/2MLS (FIDSON),Anti-Malaria,"₦5,000.00","₦5,000.00","₦5,000.00"
126,ARTHEETHER INJECTION 75MG (AZETHER),Anti-Malaria,"₦2,000.00","₦2,000.00","₦2,000.00"
127,CLARTEM QS 80/480MG,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
128,LOKMAL DISPERSIBLE,Anti-Malaria,"₦1,500.00","₦1,500.00","₦1,500.00"
129,Camosunate 150mg/50mg,Anti-Malaria,"₦3,000.00","₦3,000.00","₦3,000.00"
130,lonart-DS,Anti-Malaria,"₦6,000.00","₦6,000.00","₦6,000.00"
1,ETHAMBUTOL 400MG TAB,Anti-Tuberculosis Drugs,N/A,N/A,N/A
2,ISONIAZID  100MG /300MG TAB,Anti-Tuberculosis Drugs,N/A,N/A,N/A
3,PYRAZINAMIDE 500MG TAB,Anti-Tuberculosis Drugs,N/A,N/A,N/A
4,RIFAMPICIN CAP 300MG,Anti-Tuberculosis Drugs,N/A,N/A,N/A
1,ACYCLOVIR (ZOVIRAX) CAPS 200MG,Anti-Viral,N/A,N/A,N/A
2,ACYCLOVIR (ZOVIRAX) CAPS 400MG,Anti-Viral,N/A,N/A,N/A
3,ACYCLOVIR(ZOVIRAX) INJ,Anti-Viral,N/A,N/A,N/A
4,CREAM ACYCLOVIR 5% (ZOVIRAX),Anti-Viral,N/A,N/A,N/A
5,VALACYLOVIR(VALTREX)500MG,Anti-Viral,N/A,N/A,N/A
6,ACYCLOVIR (ZOVIRAX)  OINTMENT 5%,Anti-Viral,N/A,N/A,N/A
7,ACICLOVIR 200MG TAB/SATCHET,Anti-Viral,₦350.00,₦350.00,₦350.00
8,VIREAD,Anti-Viral,"₦12,000.00","₦12,000.00","₦15,000.00"
9,TYPBAR 0.5Ml,Anti-Viral,"₦5,000.00","₦5,000.00","₦5,000.00"
10,HEP C NAT,Anti-Viral,"₦40,000.00","₦40,000.00","₦40,000.00"
11,HEP C NAT (DACLASTAVIR/SOFOSBUVIR,Anti-Viral,"₦40,000.00","₦40,000.00","₦40,000.00"
12,CERVARIX(GSK),Anti-Viral,"₦12,500.00","₦12,500.00","₦12,500.00"
1,1% SILVER SULFADIZINE (DERMAZIN)CREAM,Antibacterial /Antibiotics,N/A,N/A,N/A
2,AMOXICILLIN 500MG CAPS(GENERIC),Antibacterial /Antibiotics,N/A,N/A,N/A
3,AMOXICILLIN SUSP 125MG/5ML(GENERIC),Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00",N/A
4,AMOXICILLIN/CLAVULANIC (AUGMENTIN)SUSP 312.MG/5MG/5ML,Antibacterial /Antibiotics,N/A,N/A,N/A
5,AMOXICILLIN/CLAVULANIC (AUGMENTIN) TABS 625MG,Antibacterial /Antibiotics,N/A,N/A,N/A
6,AMOXICILLIN/CLAVULANIC INJ (AUGMENTIN )600MG,Antibacterial /Antibiotics,N/A,N/A,N/A
7,AMOXICILLIN/CLAVULANIC INJ (AUGMENTIN )I.2G,Antibacterial /Antibiotics,N/A,N/A,N/A
8,AMOXICILLIN/CLAVULANIC(GENERIC) SUSP 228MG/5MLS,Antibacterial /Antibiotics,N/A,N/A,N/A
9,AMOXICILLIN/CLAVULANIC(GENERIC) TABS 625MG,Antibacterial /Antibiotics,N/A,N/A,N/A
10,AMOXICILLIN/CLAVULANIC (GENERIC) TABS 1G,Antibacterial /Antibiotics,N/A,N/A,N/A
11,AMOXICILLIN/CLAVULANIC(AUGMENTIN) TABS IG,Antibacterial /Antibiotics,N/A,"₦5,750.00",N/A
12,AMOXYCILLIN CAPS (250MG),Antibacterial /Antibiotics,N/A,N/A,N/A
13,AMOXYCILLIN CAPS 500MG (BEECHAM),Antibacterial /Antibiotics,N/A,₦750.00,N/A
14,AMOXYCILLIN SUSP 125MG/5ML (BEECHAM),Antibacterial /Antibiotics,N/A,"₦1,200.00",N/A
15,AMPICILLIN/CLOXACILLIN  CAP(AMPICLOX)( BEECHAM),Antibacterial /Antibiotics,N/A,"₦1,150.00",N/A
16,AMPICILLIN/CLOXACILLIN INJ  (AMPICLOX),Antibacterial /Antibiotics,N/A,N/A,N/A
17,AMPICILLIN/CLOXACILLIN 500mg ( MEDRIECH),Antibacterial /Antibiotics,N/A,N/A,N/A
18,AMPICILLIN/CLOXACILLIN SUSP (BEECHAM),Antibacterial /Antibiotics,N/A,"₦2,000.00",N/A
19,AMPICILLIN 500MG INJ,Antibacterial /Antibiotics,N/A,N/A,N/A
20,AMPICILLIN 1G INJ,Antibacterial /Antibiotics,N/A,N/A,N/A
21,AMPIFLUX 250mg/5ml,Antibacterial /Antibiotics,N/A,N/A,N/A
22,AZITHROMYCIN 200MG /5ML SUSP(ZITHROMAX),Antibacterial /Antibiotics,N/A,"₦3,550.00",N/A
23,AZITHROMYCIN 250MG CAPS(ZITHROMAX),Antibacterial /Antibiotics,N/A,N/A,N/A
24,AZITHROMYCIN 500MG CAPS(SANDOZ),Antibacterial /Antibiotics,N/A,N/A,N/A
25,BENZYLPENICILLIN SODIUM 600MG INJ (CRYSTAPEN),Antibacterial /Antibiotics,N/A,N/A,N/A
26,CEFACLOR 125MG/5ML SUSP,Antibacterial /Antibiotics,N/A,N/A,N/A
27,CEFALEXIN SUSP 250MG(SPORIDEX),Antibacterial /Antibiotics,N/A,N/A,N/A
28,CEFALEXIN SUSP 125MG(SPORIDEX),Antibacterial /Antibiotics,N/A,N/A,N/A
29,CEFIXIME SUSP 100MG/5ML,Antibacterial /Antibiotics,N/A,"₦1,700.00",N/A
30,CEFIXIME 200MG TABS[ocefix],Antibacterial /Antibiotics,N/A,N/A,N/A
31,CEFOTAXIME IG (RYCEF) INJ,Antibacterial /Antibiotics,N/A,N/A,N/A
32,CEFPODOXIME SUSP(ORELOX),Antibacterial /Antibiotics,N/A,N/A,N/A
33,CEFPODOXIME TAB(ORELOX),Antibacterial /Antibiotics,N/A,N/A,N/A
34,CEFTAZIDINE INJ.IG (FORTUM),Antibacterial /Antibiotics,N/A,N/A,N/A
35,CEFTRIAXONE 500MG (ROCEPHIN) INJ,Antibacterial /Antibiotics,N/A,N/A,N/A
36,CEFTRIAZONE IG (ROCEPHIN) INJ,Antibacterial /Antibiotics,"₦5,500.00","₦5,500.00",N/A
37,CEFUROXIME 250MG TABS (FUROXETIL),Antibacterial /Antibiotics,N/A,N/A,N/A
38,CEFUROXIME 250MG TABS (ZINNAT),Antibacterial /Antibiotics,N/A,N/A,N/A
39,CEFUROXIME 500MG TABS (GENERIC),Antibacterial /Antibiotics,N/A,N/A,N/A
40,CEFUROXIME INJ 750MG (ZINNACEF),Antibacterial /Antibiotics,N/A,N/A,N/A
41,CEFUROXIME SUSP (FUROXETIL),Antibacterial /Antibiotics,N/A,N/A,N/A
42,CEFUROXIME(ZINNAT) SUSP 125MG/5ML,Antibacterial /Antibiotics,"₦3,100.00","₦3,100.00",N/A
43,CHLORAMPHENICOL 250MG CAPS,Antibacterial /Antibiotics,N/A,N/A,N/A
44,CHORAMPHENICOL INJ 1G,Antibacterial /Antibiotics,N/A,N/A,N/A
45,CIPROFLOXACIN I.V INFUSION,Antibacterial /Antibiotics,N/A,N/A,N/A
46,CIPROFLOXACIN TABS 250MG,Antibacterial /Antibiotics,N/A,N/A,N/A
47,CIPROFLOXACIN TABS 500MG,Antibacterial /Antibiotics,N/A,N/A,N/A
48,CLARITHROMYCIN 500MG CAP,Antibacterial /Antibiotics,N/A,N/A,N/A
49,CLINDAMYCIN CAPS (DALACIN C) 300MG,Antibacterial /Antibiotics,N/A,N/A,N/A
50,CLOXACILLIN CAPS 250MG,Antibacterial /Antibiotics,N/A,N/A,N/A
51,CLOXACILLIN CAPS 500MG,Antibacterial /Antibiotics,N/A,N/A,N/A
52,CLOXACILLIN INJ 500MG,Antibacterial /Antibiotics,N/A,N/A,N/A
53,CLOXACILLIN SUSP,Antibacterial /Antibiotics,N/A,N/A,N/A
54,CO-TRIMOXAZOLE[SEPTRIN/BACTRIM] 480MG TABLET,Antibacterial /Antibiotics,N/A,N/A,N/A
55,CO-TRIMOXAZOLE (SEPTRIN)DS 960mg,Antibacterial /Antibiotics,N/A,N/A,N/A
56,CO-TRIMOXAZOLE (SEPTRIN/BACTRIM) SYR,Antibacterial /Antibiotics,N/A,N/A,N/A
57,DALACIN C 150MG CAPS,Antibacterial /Antibiotics,N/A,N/A,N/A
58,DALACIN 150MG/ML INJ,Antibacterial /Antibiotics,N/A,N/A,N/A
59,DAZEL KIT,Antibacterial /Antibiotics,N/A,N/A,N/A
60,DOXYCYCLINE CAPS 100MG,Antibacterial /Antibiotics,N/A,N/A,N/A
61,DOXYCYCLINE CAPS 100MG (VIBRAMYCIN),Antibacterial /Antibiotics,N/A,N/A,N/A
62,ERYTHROMYCIN SUSP 125MG/5ML,Antibacterial /Antibiotics,N/A,N/A,N/A
63,ERYTHROMYCIN TABLETS 250MG GENERIC,Antibacterial /Antibiotics,N/A,N/A,N/A
64,ERYTHROMYCIN TABLETS 500MG GENERIC,Antibacterial /Antibiotics,N/A,N/A,N/A
65,FLUCLOXACILLIN 125MG/5MG SUSP,Antibacterial /Antibiotics,N/A,N/A,N/A
66,FLOXAPEN(FLUCLOXACILLIN)250MG CAP,Antibacterial /Antibiotics,N/A,N/A,N/A
67,GENTAMYCINE(GENTICINE)280MG INJ,Antibacterial /Antibiotics,N/A,N/A,N/A
68,GENTAMYCIN (GREENLIFE)80MG INJ,Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00",N/A
69,LEVOFLOXACIN 500MG TAB,Antibacterial /Antibiotics,N/A,N/A,N/A
70,LINCOMYCIN 500MG CAPS BRANDED,Antibacterial /Antibiotics,N/A,N/A,N/A
71,LINCOMYCIN 500MG CAPS GENERIC,Antibacterial /Antibiotics,N/A,N/A,N/A
72,METRONIDAZOLE I.V 500MG,Antibacterial /Antibiotics,N/A,N/A,N/A
73,METRONIDAZOLE SUSP (FLAGYL),Antibacterial /Antibiotics,N/A,"₦1,000.00",N/A
74,METRONIDAZOLE TABS 200MG,Antibacterial /Antibiotics,N/A,N/A,N/A
75,METRONIDAZOLE TABS 400MG,Antibacterial /Antibiotics,N/A,₦250.00,N/A
76,METRONIDAZOLE VAGINAL OVULES,Antibacterial /Antibiotics,N/A,N/A,N/A
77,MOXIFLOXACIN 400MG TABS,Antibacterial /Antibiotics,N/A,N/A,N/A
78,MOXIFLOXACIN 400MG/250ML IV,Antibacterial /Antibiotics,N/A,N/A,N/A
79,NALIDIXIC TABS ACID 500MG,Antibacterial /Antibiotics,N/A,N/A,N/A
80,NITROFURANTOIN TABS 100MG,Antibacterial /Antibiotics,N/A,N/A,N/A
81,NORFLOXACIN TABS 400MG,Antibacterial /Antibiotics,N/A,N/A,N/A
82,OFLOXACIN 200MG (TARIVID) TAB x 10,Antibacterial /Antibiotics,N/A,"₦3,200.00",N/A
83,OFLOXACINE 200MG GENERIC,Antibacterial /Antibiotics,N/A,N/A,N/A
84,OXYTETRACYCLINE CAPS 250MG,Antibacterial /Antibiotics,N/A,N/A,N/A
85,PENICILLIN V TABLET 250MG,Antibacterial /Antibiotics,N/A,N/A,N/A
86,PENICILLIN V 250MG/5ML SYRUP,Antibacterial /Antibiotics,N/A,N/A,N/A
87,PROCAINE PENICILLIN INJ,Antibacterial /Antibiotics,N/A,N/A,N/A
88,SECNIDAZOLE TAB 500MG (FLAGENTYL),Antibacterial /Antibiotics,N/A,N/A,N/A
89,SPARFLOXACIN 200MG TABS,Antibacterial /Antibiotics,N/A,N/A,N/A
90,SEPTROMYCIN INJ,Antibacterial /Antibiotics,N/A,N/A,N/A
91,SULPHATRIAD TABS,Antibacterial /Antibiotics,N/A,N/A,N/A
92,TETRACYCLINE CAPS 250MG,Antibacterial /Antibiotics,N/A,N/A,N/A
93,TINIDAZOLE TABS 500MG,Antibacterial /Antibiotics,N/A,N/A,N/A
94,THALAZOLE(PHTHALYLSULFATHIAZOLE) 500MG TABS,Antibacterial /Antibiotics,N/A,N/A,N/A
95,AUGMENTIN 228MG SUSP,Antibacterial /Antibiotics,"₦2,300.00","₦2,300.00","₦3,300.00"
96,AUGMENTIN 457MG SUSP,Antibacterial /Antibiotics,"₦3,650.00","₦3,650.00","₦4,650.00"
97,AUGMENTIN 625MG TAB,Antibacterial /Antibiotics,"₦4,500.00","₦4,500.00","₦5,000.00"
98,FLEMING 228.5MG SUSP,Antibacterial /Antibiotics,"₦1,500.00","₦1,500.00","₦1,350.00"
99,FLEMING 457MG SUSP,Antibacterial /Antibiotics,"₦1,800.00","₦1,800.00","₦2,000.00"
100,FLEMING 625MG X14 TAB,Antibacterial /Antibiotics,"₦2,250.00","₦2,250.00","₦2,250.00"
101,FLEMING 1000MG X 14 TAB,Antibacterial /Antibiotics,"₦2,800.00","₦2,800.00","₦2,800.00"
102,OCEXONE 1G IV(SWIPHA),Antibacterial /Antibiotics,"₦3,000.00","₦3,000.00","₦3,000.00"
103,CIPROFLOXACIN 500MG X 14 TAB(SIPROSAN),Antibacterial /Antibiotics,"₦1,140.00","₦1,140.00","₦1,140.00"
104,AMPICLOX SYR 250MG/5M(GSK),Antibacterial /Antibiotics,"₦1,600.00","₦1,600.00","₦1,600.00"
105,CYPLOX 500MG X10 TABS,Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦6,500.00"
106,IV LEVOFLOXACIN (TAVANIC) 500MG,Antibacterial /Antibiotics,"₦5,500.00","₦5,500.00","₦5,500.00"
107,AMOXICILLIN INJ (500MG),Antibacterial /Antibiotics,₦500.00,₦500.00,₦500.00
108,AMOXICILLIN SUSPENSION(125MG),Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
109,AMPICLOX SUSPENSION(250MG),Antibacterial /Antibiotics,"₦1,700.00","₦1,700.00","₦1,700.00"
110,IV METRONIDAZOLE (500MG),Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
111,CIPROFLOXACIN INFUSION,Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
112,IV CEFTRIAXONE(OCEXONE),Antibacterial /Antibiotics,"₦1,500.00","₦1,500.00","₦1,500.00"
113,TAB CLARITHROMYCIN,Antibacterial /Antibiotics,₦800.00,₦800.00,₦800.00
114,AZITHROMYCIN TAB (500MG),Antibacterial /Antibiotics,"₦4,000.00","₦4,000.00","₦4,000.00"
115,AMOXICILLIN TAB (500MG),Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
116,METRONIDAZOLE TABS 400MG,Antibacterial /Antibiotics,₦500.00,₦500.00,₦500.00
117,IV LEVOFLOXACIN(TAVANIC) 500MG,Antibacterial /Antibiotics,"₦6,300.00","₦6,300.00","₦5,500.00"
118,IV OMEPRZAZOLE(40MG),Antibacterial /Antibiotics,"₦3,000.00","₦3,000.00","₦3,000.00"
119,TAB OFLOXACIN,Antibacterial /Antibiotics,"₦3,000.00","₦3,000.00","₦3,000.00"
120,CEFTRIAXONE INJ 1G,Antibacterial /Antibiotics,"₦2,500.00","₦2,500.00","₦2,500.00"
121,IV AMPICLOX(500MG),Antibacterial /Antibiotics,₦500.00,₦500.00,₦500.00
122,GENTAMYCIN INJ,Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
123,AUGMENTIN INJ 1.2G,Antibacterial /Antibiotics,"₦2,000.00","₦2,000.00","₦2,000.00"
124,CEFUROXIME INJ (750MG),Antibacterial /Antibiotics,"₦2,000.00","₦2,000.00","₦2,000.00"
125,INJ VANCOMYCIN(1G),Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
126,TAB CIPROFLOXACIN(500MG),Antibacterial /Antibiotics,"₦1,500.00","₦1,500.00","₦1,500.00"
127,TAB LEVOFLOXACIN(750MG),Antibacterial /Antibiotics,"₦1,500.00","₦1,500.00","₦1,500.00"
128,TAB CEFUROXIME(500MG),Antibacterial /Antibiotics,"₦2,000.00","₦2,000.00","₦2,000.00"
129,CEFUROXIME TAB (250MG),Antibacterial /Antibiotics,"₦1,500.00","₦1,500.00","₦1,500.00"
130,TAB SILYBON-70,Antibacterial /Antibiotics,"₦1,800.00","₦1,800.00","₦1,800.00"
131,TAB AUGMENTIN(625MG),Antibacterial /Antibiotics,"₦4,500.00","₦4,500.00","₦4,500.00"
132,AMOXICLAV (FLEMING) INJ 1.2G,Antibacterial /Antibiotics,"₦1,300.00","₦1,300.00","₦1,300.00"
133,IV RABEPRAZOLE(20MG),Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
134,ULSAKIT,Antibacterial /Antibiotics,"₦2,500.00","₦2,500.00","₦2,500.00"
135,TAB DOXYCYCLINE(100MG),Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
136,FLUCONAZOLE TAB,Antibacterial /Antibiotics,"₦2,500.00","₦2,500.00","₦2,500.00"
137,MICONAZOLE VAGINAL CAPSULE,Antibacterial /Antibiotics,"₦3,500.00","₦3,500.00","₦3,500.00"
138,LEVOFLOXACIN INJ (TAVANIC),Antibacterial /Antibiotics,"₦6,000.00","₦6,000.00","₦6,000.00"
139,TAB CIPROFLOXAICN,Antibacterial /Antibiotics,"₦2,200.00","₦2,200.00","₦2,200.00"
140,TAB TAVANIC(LEVOFLOXACIN),Antibacterial /Antibiotics,"₦2,022.00","₦2,022.00","₦2,022.00"
141,IV ROCEPHINE,Antibacterial /Antibiotics,"₦5,500.00","₦5,500.00","₦5,500.00"
142,LEVOFLOXACIN TAB (TAVANIC),Antibacterial /Antibiotics,"₦7,300.00","₦7,300.00","₦7,300.00"
143,IV RABEPRAZOLE,Antibacterial /Antibiotics,"₦3,500.00","₦3,500.00","₦3,500.00"
144,METRONIDAZOLE SYRUP,Antibacterial /Antibiotics,"₦1,000.00","₦1,000.00","₦1,000.00"
145,OFLOXACIN TAB (200MG),Antibacterial /Antibiotics,"₦3,000.00","₦3,000.00","₦3,000.00"
146,TAB OFLOXACIN(200MG),Antibacterial /Antibiotics,"₦3,000.00","₦3,000.00","₦3,000.00"
147,TAB TAVANIC(500MG),Antibacterial /Antibiotics,"₦7,500.00","₦7,500.00","₦7,500.00"
148,LEVOFLOXACIN (S-FLOX),Antibacterial /Antibiotics,"₦1,500.00","₦1,500.00","₦1,500.00"
149,LEVOFLOXACIN (GETZLOX),Antibacterial /Antibiotics,"₦1,200.00","₦1,200.00","₦1,200.00"
150,TAB AUGMENTIN (625MG),Antibacterial /Antibiotics,"₦4,500.00","₦4,500.00","₦4,500.00"
151,CEFUROXIME SUSP,Antibacterial /Antibiotics,"₦1,600.00","₦1,600.00","₦1,600.00"
152,CEFUROXIME TAB (500MG),Antibacterial /Antibiotics,"₦2,600.00","₦2,600.00","₦2,600.00"
153,FLEMING INJECTION (1200MG),Antibacterial /Antibiotics,"₦3,500.00","₦3,500.00","₦3,500.00"
154,CIPROTAB (DON J),Antibacterial /Antibiotics,₦700.00,₦700.00,₦700.00
155,INJ GENTAMYCIN,Antibacterial /Antibiotics,₦500.00,₦500.00,₦500.00
